id,quantity,value,unit,uncertainty,source,command,note
H05_r2,r=1.9cm max|数值-解析|,4.1442572751293e-06,K,vs 解析解,run S2,python src/q1_analytic_vs_numeric.py,
H05_r2,r=2.0cm max|数值-解析|,3.8864703810759e-06,K,vs 解析解,run S2,python src/q1_analytic_vs_numeric.py,
H10_dt0.0625,"时间误差 (M=3200, dt=0.0625) max|dT|",0.00011963604970333,K,vs 解析解,run S3a,python src/q1_analytic_vs_numeric.py,比值→2 即一阶
H10_dt0.03125,"时间误差 (M=3200, dt=0.03125) max|dT|",5.9826866504409e-05,K,vs 解析解,run S3a,python src/q1_analytic_vs_numeric.py,比值→2 即一阶
H10r_dt0.03125,时间收敛比值 (dt=0.03125),1.999704425344,-,解析比值,run S3a,python src/q1_analytic_vs_numeric.py,→2 即一阶
H10o_dt0.03125,时间收敛经验阶 (dt=0.03125),0.99978677219822,-,解析,run S3a,python src/q1_analytic_vs_numeric.py,
H10_dt0.01562,"时间误差 (M=3200, dt=0.015625) max|dT|",2.9922967030416e-05,K,vs 解析解,run S3a,python src/q1_analytic_vs_numeric.py,比值→2 即一阶
H10r_dt0.01562,时间收敛比值 (dt=0.015625),1.9993627785506,-,解析比值,run S3a,python src/q1_analytic_vs_numeric.py,→2 即一阶
H10o_dt0.01562,时间收敛经验阶 (dt=0.015625),0.99954026864591,-,解析,run S3a,python src/q1_analytic_vs_numeric.py,
H10_dt0.007812,"时间误差 (M=3200, dt=0.0078125) max|dT|",1.4970150971294e-05,K,vs 解析解,run S3a,python src/q1_analytic_vs_numeric.py,比值→2 即一阶
H10r_dt0.007812,时间收敛比值 (dt=0.0078125),1.998842034913,-,解析比值,run S3a,python src/q1_analytic_vs_numeric.py,→2 即一阶
H10o_dt0.007812,时间收敛经验阶 (dt=0.0078125),0.99916446285165,-,解析,run S3a,python src/q1_analytic_vs_numeric.py,
H10_dt0.003906,"时间误差 (M=3200, dt=0.00390625) max|dT|",7.4957097240258e-06,K,vs 解析解,run S3a,python src/q1_analytic_vs_numeric.py,比值→2 即一阶
H10r_dt0.003906,时间收敛比值 (dt=0.00390625),1.9971625799903,-,解析比值,run S3a,python src/q1_analytic_vs_numeric.py,→2 即一阶
H10o_dt0.003906,时间收敛经验阶 (dt=0.00390625),0.99795178085329,-,解析,run S3a,python src/q1_analytic_vs_numeric.py,
H10_dt0.001953,"时间误差 (M=3200, dt=0.001953125) max|dT|",3.7539143704635e-06,K,vs 解析解,run S3a,python src/q1_analytic_vs_numeric.py,比值→2 即一阶
H10r_dt0.001953,时间收敛比值 (dt=0.001953125),1.9967716320339,-,解析比值,run S3a,python src/q1_analytic_vs_numeric.py,→2 即一阶
H10o_dt0.001953,时间收敛经验阶 (dt=0.001953125),0.99766934321167,-,解析,run S3a,python src/q1_analytic_vs_numeric.py,
H11_M200_space,空间误差指标 max|T(M)-T(2M)| (dt=2^-8),1.3889651938825e-05,K,M对2M,run S3b,python src/q1_analytic_vs_numeric.py,比值→4 即二阶
H11_M400_space,空间误差指标 max|T(M)-T(2M)| (dt=2^-8),3.4716093750831e-06,K,M对2M,run S3b,python src/q1_analytic_vs_numeric.py,比值→4 即二阶
H11r_M400,空间收敛比值 (M=400),4.0009259217112,-,解析比值,run S3b,python src/q1_analytic_vs_numeric.py,→4 即二阶
H11o_M400,空间收敛经验阶 (M=400),2.0003339170191,-,解析,run S3b,python src/q1_analytic_vs_numeric.py,
H11_M800_space,空间误差指标 max|T(M)-T(2M)| (dt=2^-8),8.7040376683944e-07,K,M对2M,run S3b,python src/q1_analytic_vs_numeric.py,比值→4 即二阶
H11r_M800,空间收敛比值 (M=800),3.9885045393231,-,解析比值,run S3b,python src/q1_analytic_vs_numeric.py,→4 即二阶
H11o_M800,空间收敛经验阶 (M=800),1.9958479198511,-,解析,run S3b,python src/q1_analytic_vs_numeric.py,
H11_M1600_space,空间误差指标 max|T(M)-T(2M)| (dt=2^-8),2.1683348450097e-07,K,M对2M,run S3b,python src/q1_analytic_vs_numeric.py,比值→4 即二阶
H11r_M1600,空间收敛比值 (M=1600),4.0141575404862,-,解析比值,run S3b,python src/q1_analytic_vs_numeric.py,→4 即二阶
H11o_M1600,空间收敛经验阶 (M=1600),2.00509723813,-,解析,run S3b,python src/q1_analytic_vs_numeric.py,
H12,空间误差估计 max|T(1600)-T(3200)| (dt=2^-8),2.1683348450097e-07,K,M对2M,run S3b,python src/q1_analytic_vs_numeric.py,生产设置下的空间误差上界
H12b,Richardson 外推的空间误差估计 (M=3200),7.2277828166989e-08,K,"Richardson, p=2",run S3b,python src/q1_analytic_vs_numeric.py,e ~ d/(2^p - 1)
H13,时间误差/空间误差 之比 (生产设置),34.568967709378,倍,解析比值,run S3b,python src/q1_analytic_vs_numeric.py,>1 说明时间误差主导
H20_PCHIP_PCHIP,环境 PCHIP(数值) vs PCHIP(解析) max|dT|,2.3965512639279e-05,K,含环境处理差异,run S4,python src/q1_analytic_vs_numeric.py,
H20_PCHIP_三次拟合,环境 PCHIP(数值) vs 三次拟合(解析) max|dT|,0.019641111832868,K,含环境处理差异,run S4,python src/q1_analytic_vs_numeric.py,
H20_三次拟合_PCHIP,环境 三次拟合(数值) vs PCHIP(解析) max|dT|,0.019664427973794,K,含环境处理差异,run S4,python src/q1_analytic_vs_numeric.py,
